flightid,originairportid,destairportid,carrier,dayofmonth,dayofweek,departuredelay,arrivaldelay
1411229,11259,10140,WN,13,6,2,-12
1414400,11259,10140,WN,15,1,0,-1
1414401,11259,10140,WN,15,1,-1,-6
1414402,11259,10140,WN,15,1,17,18
1414403,11259,10140,WN,15,1,29,24
1414404,11259,10140,WN,15,1,-1,-2
1414405,11259,10140,WN,15,1,21,20
1414406,11259,10140,WN,15,1,46,36
1415084,10140,11259,WN,16,2,3,4
1415085,10140,11259,WN,16,2,-6,-16
1415086,10140,11259,WN,16,2,90,88
1415087,10140,11259,WN,16,2,85,95
1415088,10140,11259,WN,16,2,-5,-4
1415089,10140,11259,WN,16,2,-1,-3
1415090,10140,11259,WN,16,2,62,78
1415091,10140,11259,WN,16,2,-2,11
1416407,10140,11259,WN,17,3,7,10
1416408,10140,11259,WN,17,3,6,-8
1416409,10140,11259,WN,17,3,0,1
1416410,10140,11259,WN,17,3,-2,0
1416411,10140,11259,WN,17,3,10,11
1416412,10140,11259,WN,17,3,3,1
1416914,11259,10140,WN,17,3,70,78
1416915,11259,10140,WN,17,3,23,18
1416916,11259,10140,WN,17,3,48,34
1416917,11259,10140,WN,17,3,2,-13
1416918,11259,10140,WN,17,3,-1,-9
1416919,11259,10140,WN,17,3,31,23
1416920,11259,10140,WN,17,3,20,27
1416921,11259,10140,WN,17,3,4,-5
1418170,11259,10140,WN,18,4,1,-4
1418171,11259,10140,WN,18,4,9,-2
1418172,11259,10140,WN,18,4,2,8
1418173,11259,10140,WN,18,4,-2,-9
1418174,11259,10140,WN,18,4,1,-5
1418175,11259,10140,WN,18,4,38,33
1418176,11259,10140,WN,18,4,50,33
1418177,11259,10140,WN,18,4,2,-2
1422310,10140,11259,WN,18,4,1,-2
1422311,10140,11259,WN,18,4,4,-9
1422312,10140,11259,WN,18,4,0,-9
1422313,10140,11259,WN,18,4,-3,-9
1422314,10140,11259,WN,18,4,-1,11
1422315,10140,11259,WN,18,4,2,1
1422316,10140,11259,WN,18,4,13,11
1422317,10140,11259,WN,18,4,-1,2
1423623,11259,10140,WN,19,5,56,52
1423624,11259,10140,WN,19,5,1,-13
1423625,11259,10140,WN,19,5,49,42
1423626,11259,10140,WN,19,5,-2,-14
1423627,11259,10140,WN,19,5,0,-3
1423628,11259,10140,WN,19,5,215,202
1423629,11259,10140,WN,19,5,88,73
1423630,11259,10140,WN,19,5,-1,-9
1426482,10140,11259,WN,21,7,2,-1
1426483,10140,11259,WN,21,7,76,65
1426484,10140,11259,WN,21,7,5,-3
1426485,10140,11259,WN,21,7,7,-5
1426486,10140,11259,WN,21,7,20,18
1426487,10140,11259,WN,21,7,7,6
1426488,10140,11259,WN,21,7,-2,-10
1429769,10140,11259,WN,19,5,5,5
1429770,10140,11259,WN,19,5,2,-3
1429771,10140,11259,WN,19,5,69,60
1429772,10140,11259,WN,19,5,-1,-3
1429773,10140,11259,WN,19,5,4,5
1429774,10140,11259,WN,19,5,-5,-11
1431624,10140,11259,WN,22,1,-8,-12
1431625,10140,11259,WN,22,1,-5,-14
1431626,10140,11259,WN,22,1,-2,-7
1431627,10140,11259,WN,22,1,-6,-19
1431628,10140,11259,WN,22,1,-5,-11
1431629,10140,11259,WN,22,1,8,2
1431630,10140,11259,WN,22,1,11,12
1431631,10140,11259,WN,22,1,26,22
1432128,11259,10140,WN,22,1,13,9
1432129,11259,10140,WN,22,1,19,12
1432130,11259,10140,WN,22,1,9,3
1432131,11259,10140,WN,22,1,9,5
1432132,11259,10140,WN,22,1,0,-3
1432133,11259,10140,WN,22,1,0,-2
1432134,11259,10140,WN,22,1,19,15
1432135,11259,10140,WN,22,1,1,-5
1432608,10140,11259,WN,20,6,1,-8
1432609,10140,11259,WN,20,6,146,133
1432610,10140,11259,WN,20,6,-4,-12
1432611,10140,11259,WN,20,6,50,44
1432612,10140,11259,WN,20,6,101,95
1433030,11259,10140,WN,20,6,136,131
1433031,11259,10140,WN,20,6,80,75
1433032,11259,10140,WN,20,6,-2,-1
1433033,11259,10140,WN,20,6,4,-1
1433034,11259,10140,WN,20,6,17,13
1433035,11259,10140,WN,20,6,123,114
1435032,10140,11259,WN,23,2,-2,-7
1435033,10140,11259,WN,23,2,-5,-6
1435034,10140,11259,WN,23,2,1,10
1435035,10140,11259,WN,23,2,65,52
1435036,10140,11259,WN,23,2,54,46
1435037,10140,11259,WN,23,2,1,9
1435038,10140,11259,WN,23,2,37,36
1435039,10140,11259,WN,23,2,24,11
1435341,10140,11259,WN,24,3,0,-4
1435342,10140,11259,WN,24,3,1,40
1435343,10140,11259,WN,24,3,-1,-9
1435344,10140,11259,WN,24,3,225,213
1435345,10140,11259,WN,24,3,18,15
1435346,10140,11259,WN,24,3,0,-1
1435347,10140,11259,WN,24,3,-5,-7
1435841,11259,10140,WN,24,3,-1,-8
1435842,11259,10140,WN,24,3,-1,-10
1435843,11259,10140,WN,24,3,10,0
1435844,11259,10140,WN,24,3,-1,-3
1435845,11259,10140,WN,24,3,3,5
1435846,11259,10140,WN,24,3,22,16
1435847,11259,10140,WN,24,3,-1,3
1436943,11259,10140,WN,23,2,11,5
1436944,11259,10140,WN,23,2,-1,-6
1436945,11259,10140,WN,23,2,25,16
1436946,11259,10140,WN,23,2,15,6
1436947,11259,10140,WN,23,2,30,28
1436948,11259,10140,WN,23,2,12,5
1436949,11259,10140,WN,23,2,43,38
1436950,11259,10140,WN,23,2,3,-1
1439850,11259,10140,WN,25,4,9,26
1439851,11259,10140,WN,25,4,28,27
1439852,11259,10140,WN,25,4,13,6
1439853,11259,10140,WN,25,4,29,26
1439854,11259,10140,WN,25,4,12,9
1439855,11259,10140,WN,25,4,11,8
1439856,11259,10140,WN,25,4,2,2
1441627,11259,10140,WN,26,5,6,7
1441628,11259,10140,WN,26,5,13,9
1441629,11259,10140,WN,26,5,33,24
1441630,11259,10140,WN,26,5,10,6
1441631,11259,10140,WN,26,5,1,-1
1441632,11259,10140,WN,26,5,20,26
1441633,11259,10140,WN,26,5,-1,-1
1442719,10140,11259,WN,26,5,0,-10
1442720,10140,11259,WN,26,5,-4,-22
1442721,10140,11259,WN,26,5,13,2
1442722,10140,11259,WN,26,5,212,215
1442723,10140,11259,WN,26,5,-2,2
1442724,10140,11259,WN,26,5,163,162
1442725,10140,11259,WN,26,5,0,-1
1443511,10140,11259,WN,25,4,8,2
1443512,10140,11259,WN,25,4,7,-6
1443513,10140,11259,WN,25,4,24,20
1443514,10140,11259,WN,25,4,15,0
1443515,10140,11259,WN,25,4,44,36
1443516,10140,11259,WN,25,4,-3,-4
1443517,10140,11259,WN,25,4,22,14
1443518,10140,11259,WN,25,4,-1,-13
1445763,10140,11259,WN,28,7,-3,-13
1445764,10140,11259,WN,28,7,-8,-20
1445765,10140,11259,WN,28,7,2,-6
1445766,10140,11259,WN,28,7,35,36
1445767,10140,11259,WN,28,7,-6,-11
1445768,10140,11259,WN,28,7,105,98
1445769,10140,11259,WN,28,7,11,5
1446416,10140,11259,WN,27,6,-1,-6
1446417,10140,11259,WN,27,6,4,-6
1446418,10140,11259,WN,27,6,0,-20
1446419,10140,11259,WN,27,6,-4,-14
1446420,10140,11259,WN,27,6,11,1
1446421,10140,11259,WN,27,6,8,5
1446841,11259,10140,WN,27,6,0,0
1446842,11259,10140,WN,27,6,35,28
1446843,11259,10140,WN,27,6,3,4
1446844,11259,10140,WN,27,6,-2,-6
1446845,11259,10140,WN,27,6,5,8
1446846,11259,10140,WN,27,6,31,24
1449043,11259,10140,WN,28,7,0,-2
1449044,11259,10140,WN,28,7,0,-9
1449045,11259,10140,WN,28,7,1,2
1449046,11259,10140,WN,28,7,88,77
1449047,11259,10140,WN,28,7,4,-7
1449048,11259,10140,WN,28,7,-3,-8
1449480,10140,11259,WN,29,1,6,8
1449481,10140,11259,WN,29,1,-4,3
1449482,10140,11259,WN,29,1,22,19
1449483,10140,11259,WN,29,1,53,46
1449484,10140,11259,WN,29,1,172,162
1449485,10140,11259,WN,29,1,8,7
1449486,10140,11259,WN,29,1,14,18
1449487,10140,11259,WN,29,1,-2,-6
1449987,11259,10140,WN,29,1,0,-3
1449988,11259,10140,WN,29,1,15,11
1449989,11259,10140,WN,29,1,94,90
1449990,11259,10140,WN,29,1,38,41
1449991,11259,10140,WN,29,1,0,0
1449992,11259,10140,WN,29,1,4,-6
1449993,11259,10140,WN,29,1,28,17
1449994,11259,10140,WN,29,1,1,0
1453509,10140,11259,WN,30,2,4,3
1453510,10140,11259,WN,30,2,-3,-11
1453511,10140,11259,WN,30,2,1,-9
1453512,10140,11259,WN,30,2,4,0
1453513,10140,11259,WN,30,2,1,1
1453514,10140,11259,WN,30,2,82,84
1453515,10140,11259,WN,30,2,4,63
1454858,11259,10140,WN,30,2,-2,-5
1454859,11259,10140,WN,30,2,1,-2
1454860,11259,10140,WN,30,2,84,76
1454861,11259,10140,WN,30,2,5,-2
1454862,11259,10140,WN,30,2,1,2
1454863,11259,10140,WN,30,2,7,-2
1454864,11259,10140,WN,30,2,0,-3
1455410,10140,11259,WN,31,3,8,-3
1455411,10140,11259,WN,31,3,6,-8
1455412,10140,11259,WN,31,3,-1,-4
1455413,10140,11259,WN,31,3,4,-10
1455414,10140,11259,WN,31,3,0,2
1455415,10140,11259,WN,31,3,-1,-3
1455416,10140,11259,WN,31,3,-3,3
1455417,10140,11259,WN,31,3,-5,-9
1458766,11259,10140,WN,31,3,7,4
1458767,11259,10140,WN,31,3,-3,-6
1458768,11259,10140,WN,31,3,94,89
1458769,11259,10140,WN,31,3,6,-2
1458770,11259,10140,WN,31,3,4,4
1458771,11259,10140,WN,31,3,13,11
1458772,11259,10140,WN,31,3,5,-8
1458773,11259,10140,WN,31,3,8,7
1459595,13930,14307,YV,1,1,-3,-24
1459635,14307,13930,YV,1,1,-3,-17
1459869,13930,14307,YV,7,7,8,-9
1460114,13930,14307,YV,2,2,3,-12
1460157,14307,13930,YV,2,2,-6,-21
1460381,13930,14307,YV,3,3,-2,-12
1460423,14307,13930,YV,3,3,-9,-21
1460603,13930,14307,YV,4,4,2,-17
1460604,13930,14307,YV,4,4,-5,-21
1460663,13930,14307,YV,9,2,126,131
1460702,14307,13930,YV,9,2,-5,-1
1461084,14307,13930,YV,4,4,-6,12
1461085,14307,13930,YV,4,4,-1,-13
1461282,13930,14307,YV,5,5,40,21
1461318,14307,13930,YV,5,5,0,0
1461319,14307,13930,YV,5,5,-7,-38
1461532,13930,14307,YV,6,6,-2,-12
1461573,14307,13930,YV,6,6,-2,-20
1461899,13930,14307,YV,12,5,1,17
1461941,14307,13930,YV,12,5,-7,-36
1462241,11259,10140,WN,10,3,4,-4
1462242,11259,10140,WN,10,3,29,18
1462243,11259,10140,WN,10,3,22,7
1462244,11259,10140,WN,10,3,14,1
1462245,11259,10140,WN,10,3,5,3
1462246,11259,10140,WN,10,3,16,8
1462247,11259,10140,WN,10,3,157,143
1462248,11259,10140,WN,10,3,6,-3
1462536,11259,10140,WN,11,4,37,35
1462537,11259,10140,WN,11,4,7,-2
1462538,11259,10140,WN,11,4,72,62
1462539,11259,10140,WN,11,4,0,-12
1462540,11259,10140,WN,11,4,-1,-7
1462541,11259,10140,WN,11,4,34,69
1462542,11259,10140,WN,11,4,178,165
1462543,11259,10140,WN,11,4,4,-5
1463183,13930,14307,YV,16,2,-3,-8
1463249,14307,13930,YV,7,7,-5,-31
1463474,13930,14307,YV,8,1,34,28
1463516,14307,13930,YV,8,1,0,-27
1463808,13930,14307,YV,14,7,-1,-1
1463809,13930,14307,YV,14,7,3,-10
1463857,14307,13930,YV,14,7,-6,-11
1463858,14307,13930,YV,14,7,-5,-32
1464087,13930,14307,YV,15,1,18,27
1464130,14307,13930,YV,15,1,1,-30
1464234,13930,14307,YV,10,3,243,233
1464276,14307,13930,YV,10,3,-9,-27
1464499,13930,14307,YV,11,4,14,-4
1464541,14307,13930,YV,11,4,-5,-27
1464768,13930,14307,YV,19,5,71,62
1464812,14307,13930,YV,19,5,-3,-7
1465027,13930,14307,YV,20,6,0,-8
1465071,14307,13930,YV,20,6,-1,-9
1465256,14307,13930,YV,16,2,-6,-39
1465480,13930,14307,YV,17,3,-1,-10
1465524,14307,13930,YV,17,3,-9,-32
1465751,13930,14307,YV,18,4,2,-12
1465792,14307,13930,YV,18,4,-9,-36
1465845,13930,14307,YV,23,2,14,0
1465884,14307,13930,YV,23,2,0,5
1466106,13930,14307,YV,24,3,0,-20
1466149,14307,13930,YV,24,3,-6,-30
1466380,11259,10140,WN,21,7,17,30
1466381,11259,10140,WN,21,7,-1,-7
1466382,11259,10140,WN,21,7,8,8
1466383,11259,10140,WN,21,7,-1,-8
1466384,11259,10140,WN,21,7,56,50
1466385,11259,10140,WN,21,7,1,-5
1466386,11259,10140,WN,21,7,3,-7
1467667,13930,14307,YV,21,7,58,53
1467668,13930,14307,YV,21,7,74,71
1467717,14307,13930,YV,21,7,45,55
1467718,14307,13930,YV,21,7,-7,-20
1467946,13930,14307,YV,22,1,51,38
1467989,14307,13930,YV,22,1,-6,-28
1468280,13930,14307,YV,28,7,10,12
1468281,13930,14307,YV,28,7,6,-7
1468330,14307,13930,YV,28,7,-3,-8
1468331,14307,13930,YV,28,7,-3,-9
1468610,13930,14307,YV,26,5,9,-1
1468653,14307,13930,YV,26,5,-6,-29
1468873,13930,14307,YV,27,6,-3,-17
1468914,14307,13930,YV,27,6,78,60
1469209,11259,10140,WN,16,2,28,23
1469210,11259,10140,WN,16,2,-1,-1
1469211,11259,10140,WN,16,2,44,33
1469212,11259,10140,WN,16,2,8,-1
1469213,11259,10140,WN,16,2,1,3
1469214,11259,10140,WN,16,2,19,7
1469215,11259,10140,WN,16,2,133,119
1469216,11259,10140,WN,16,2,3,6
1469851,13930,14307,YV,13,6,-5,1
1469893,14307,13930,YV,13,6,-5,-28
1470219,13930,14307,YV,29,1,3,-15
1470263,14307,13930,YV,29,1,-6,-15
1470552,13930,14307,YV,25,4,19,1
1470595,14307,13930,YV,25,4,-6,-38
1470651,13930,14307,YV,30,2,0,-12
1470691,14307,13930,YV,30,2,-8,-25
1470914,13930,14307,YV,31,3,11,-6
1470958,14307,13930,YV,31,3,-5,-22
1471302,10140,13930,MQ,1,1,11,4
1471303,10140,13930,MQ,2,2,77,75
1471304,10140,13930,MQ,3,3,20,21
1471305,10140,13930,MQ,4,4,-6,18
1471306,10140,13930,MQ,5,5,-2,5
1471307,10140,13930,MQ,6,6,12,2
1471308,10140,13930,MQ,7,7,1,-11
1471309,10140,13930,MQ,8,1,65,61
1471310,10140,13930,MQ,9,2,85,87
1471311,10140,13930,MQ,10,3,154,150
1471312,10140,13930,MQ,11,4,0,-4
1471313,10140,13930,MQ,12,5,-5,9
1471314,10140,13930,MQ,13,6,-7,-16
1471315,10140,13930,MQ,14,7,-6,-6
1471316,10140,13930,MQ,15,1,-3,9
1471317,10140,13930,MQ,16,2,79,78
1471318,10140,13930,MQ,17,3,-6,-15
1471319,10140,13930,MQ,18,4,-7,-16
1471320,10140,13930,MQ,19,5,-7,-8
1471321,10140,13930,MQ,20,6,-3,-20
1471322,10140,13930,MQ,21,7,-4,-23
1471323,10140,13930,MQ,22,1,-4,-2
1471324,10140,13930,MQ,23,2,-1,-18
1471325,10140,13930,MQ,24,3,-5,-17
1471326,10140,13930,MQ,25,4,0,-11
1471327,10140,13930,MQ,26,5,24,18
1471328,10140,13930,MQ,27,6,59,54
1471329,10140,13930,MQ,28,7,-1,-20
1471330,10140,13930,MQ,29,1,31,9
1471331,10140,13930,MQ,30,2,39,18
1471332,10140,13930,MQ,31,3,15,7
1471333,13930,10140,MQ,1,1,18,0
1471334,13930,10140,MQ,2,2,98,81
1471335,13930,10140,MQ,3,3,16,7
1471336,13930,10140,MQ,4,4,15,-5
1471337,13930,10140,MQ,5,5,-4,-1
1471338,13930,10140,MQ,6,6,42,24
1471339,13930,10140,MQ,7,7,-1,-14
1471340,13930,10140,MQ,8,1,64,68
1471341,13930,10140,MQ,9,2,12,11
1471342,13930,10140,MQ,10,3,137,141
1471343,13930,10140,MQ,11,4,-3,2
1471344,13930,10140,MQ,12,5,-1,-12
1471345,13930,10140,MQ,13,6,4,-1
1471346,13930,10140,MQ,14,7,-3,-21
1471347,13930,10140,MQ,15,1,-1,-15
1471348,13930,10140,MQ,16,2,101,86
1471349,13930,10140,MQ,17,3,5,-10
1471350,13930,10140,MQ,18,4,0,-14
1471351,13930,10140,MQ,19,5,-4,-17
1471352,13930,10140,MQ,20,6,9,1
1471353,13930,10140,MQ,21,7,-5,-2
1471354,13930,10140,MQ,22,1,0,7
1471355,13930,10140,MQ,23,2,5,8
1471356,13930,10140,MQ,24,3,-2,-3
1471357,13930,10140,MQ,25,4,0,14
1471358,13930,10140,MQ,26,5,16,23
1471359,13930,10140,MQ,27,6,70,66
1471360,13930,10140,MQ,28,7,0,-6
1471361,13930,10140,MQ,29,1,36,33
1471362,13930,10140,MQ,30,2,41,41
1471363,13930,10140,MQ,31,3,10,17
1475086,10140,13930,MQ,1,1,33,56
1475087,10140,13930,MQ,3,3,-5,-1
1475088,10140,13930,MQ,4,4,-9,-3
1475089,10140,13930,MQ,5,5,-9,-5
1475090,10140,13930,MQ,6,6,-5,-4
1475091,10140,13930,MQ,7,7,-2,-11
1475092,10140,13930,MQ,8,1,-6,5
1475093,10140,13930,MQ,9,2,-8,36
1475094,10140,13930,MQ,10,3,-6,-17
1475095,10140,13930,MQ,11,4,93,87
1475096,10140,13930,MQ,12,5,-10,-11
1475097,10140,13930,MQ,13,6,-9,-14
1475098,10140,13930,MQ,14,7,-9,-11
1475099,10140,13930,MQ,15,1,-9,-4
1475100,10140,13930,MQ,16,2,-5,0
1475101,10140,13930,MQ,17,3,-6,-11
1475102,10140,13930,MQ,18,4,-8,-10
1475103,10140,13930,MQ,19,5,-8,0
1475104,10140,13930,MQ,20,6,1,-1
1475105,10140,13930,MQ,21,7,-3,-10
1475106,10140,13930,MQ,22,1,-7,-20
1475107,10140,13930,MQ,23,2,-5,4
1475108,10140,13930,MQ,24,3,-7,-20
1475109,10140,13930,MQ,25,4,263,268
1475110,10140,13930,MQ,26,5,64,66
1475111,10140,13930,MQ,27,6,16,8
1475112,10140,13930,MQ,28,7,-4,-12
1475113,10140,13930,MQ,29,1,-8,-17
1475114,10140,13930,MQ,30,2,-8,-21
1475115,10140,13930,MQ,31,3,629,627
1482442,13930,10140,MQ,1,1,-1,-6
1482443,13930,10140,MQ,2,2,76,62
1482444,13930,10140,MQ,3,3,42,31
1482445,13930,10140,MQ,5,5,-1,-17
1482446,13930,10140,MQ,6,6,81,72
1482447,13930,10140,MQ,7,7,11,2
1482448,13930,10140,MQ,8,1,143,140
1482449,13930,10140,MQ,9,2,87,92
1482450,13930,10140,MQ,10,3,273,280
1482451,13930,10140,MQ,11,4,12,8
1482452,13930,10140,MQ,12,5,121,100
1482453,13930,10140,MQ,13,6,50,57
1482454,13930,10140,MQ,14,7,10,3
1482455,13930,10140,MQ,15,1,147,141
1482456,13930,10140,MQ,16,2,25,10
1482457,13930,10140,MQ,17,3,25,11
1482458,13930,10140,MQ,18,4,50,62
1482459,13930,10140,MQ,19,5,-4,8
1482460,13930,10140,MQ,20,6,267,255
1482461,13930,10140,MQ,21,7,77,84
1482462,13930,10140,MQ,22,1,19,29
1482463,13930,10140,MQ,23,2,47,57
1482464,13930,10140,MQ,24,3,35,36
1482465,13930,10140,MQ,25,4,0,27
1482466,13930,10140,MQ,26,5,20,36
1482467,13930,10140,MQ,27,6,15,6
1482468,13930,10140,MQ,28,7,24,41
1482469,13930,10140,MQ,29,1,23,35
1482470,13930,10140,MQ,30,2,28,35
1482471,13930,10140,MQ,31,3,143,141
1482611,13930,10140,MQ,17,3,85,73
1482612,13930,10140,MQ,18,4,0,-3
1482613,13930,10140,MQ,19,5,66,52
1482614,13930,10140,MQ,20,6,34,32
1482615,13930,10140,MQ,21,7,0,6
1482616,13930,10140,MQ,22,1,21,26
1482617,13930,10140,MQ,23,2,0,19
1482618,13930,10140,MQ,24,3,50,57
1482619,13930,10140,MQ,25,4,-4,-5
1482620,13930,10140,MQ,26,5,0,0
1482621,13930,10140,MQ,27,6,-3,-4
1482622,13930,10140,MQ,28,7,-1,3
1482623,13930,10140,MQ,29,1,-2,-2
1482624,13930,10140,MQ,30,2,-4,-9
1482625,13930,10140,MQ,31,3,54,62
1507996,13930,14908,UA,31,3,-6,-14
1508121,13930,14908,UA,31,3,-4,-4
1508275,13930,14307,UA,31,3,6,0
1508307,14307,13930,UA,31,3,-1,-6
1508336,13930,14908,UA,31,3,-4,-15
1508414,14908,13930,UA,31,3,0,6
1508589,14908,13930,UA,31,3,6,-10
1509535,10140,13930,MQ,1,1,0,-2
1509536,10140,13930,MQ,2,2,-6,-3
1509537,10140,13930,MQ,3,3,50,56
1509538,10140,13930,MQ,5,5,-13,-10
1509539,10140,13930,MQ,6,6,-7,-19
1509540,10140,13930,MQ,7,7,142,130
1509541,10140,13930,MQ,8,1,33,66
1509542,10140,13930,MQ,9,2,25,44
1509543,10140,13930,MQ,10,3,28,25
1509544,10140,13930,MQ,11,4,-1,-9
1509545,10140,13930,MQ,12,5,48,95
1509546,10140,13930,MQ,13,6,99,90
1509547,10140,13930,MQ,14,7,15,34
1509548,10140,13930,MQ,15,1,-6,17
1509549,10140,13930,MQ,16,2,38,32
1509550,10140,13930,MQ,17,3,73,85
1509551,10140,13930,MQ,18,4,-2,8
1509552,10140,13930,MQ,19,5,40,105
1509553,10140,13930,MQ,20,6,45,56
1509554,10140,13930,MQ,21,7,2,0
1509555,10140,13930,MQ,22,1,20,17
1509556,10140,13930,MQ,23,2,14,21
1509557,10140,13930,MQ,24,3,63,48
1509558,10140,13930,MQ,25,4,-2,-5
1509559,10140,13930,MQ,26,5,0,-9
1509560,10140,13930,MQ,27,6,-2,-12
1509561,10140,13930,MQ,28,7,1,-14
1509562,10140,13930,MQ,29,1,-3,-3
1509563,10140,13930,MQ,30,2,-5,-21
1509564,10140,13930,MQ,31,3,55,38
1509565,13930,10140,MQ,1,1,15,0
1509566,13930,10140,MQ,2,2,12,-1
1509567,13930,10140,MQ,3,3,65,64
1509568,13930,10140,MQ,4,4,-11,-6
1509569,13930,10140,MQ,5,5,-3,-23
1509570,13930,10140,MQ,6,6,-10,-9
1509571,13930,10140,MQ,7,7,143,147
1509572,13930,10140,MQ,8,1,36,31
1509573,13930,10140,MQ,9,2,17,17
1509574,13930,10140,MQ,10,3,5,15
1509575,13930,10140,MQ,11,4,9,0
1509576,13930,10140,MQ,12,5,11,-7
1509577,13930,10140,MQ,13,6,7,14
1509578,13930,10140,MQ,14,7,18,15
1509579,13930,10140,MQ,15,1,0,-9
1509580,13930,10140,MQ,16,2,49,38
1509607,13930,14908,UA,28,7,18,-5
1509827,13930,14908,UA,28,7,-7,-4
1509892,14908,13930,UA,28,7,-4,-22
1509972,13930,14908,UA,30,2,9,-8
1510151,14307,13930,UA,30,2,-13,-28
1510176,13930,14908,UA,30,2,-6,-23
1510248,14908,13930,UA,30,2,1,-21
1510569,14908,13930,UA,30,2,-3,-25
1510584,14908,13930,UA,30,2,-1,-26
1510702,13930,14908,UA,30,2,3,8
1510879,14908,13930,UA,30,2,-3,-26
1510906,14908,13930,UA,28,7,-1,-2
1511075,14908,13930,UA,27,6,-3,-18
1511226,13930,14908,UA,27,6,-1,-4
1511278,13930,14908,UA,27,6,-4,-9
1511471,14908,13930,UA,29,1,-1,-28
1511623,13930,14908,UA,29,1,0,11
1511810,14908,13930,UA,29,1,5,-15
1511866,14908,13930,UA,29,1,-7,-28
1512194,13930,14908,UA,28,7,6,-10
1512253,14908,13930,UA,28,7,5,-7
1512362,13930,14307,UA,27,6,3,-3
1512440,14908,13930,UA,27,6,10,-12
1512591,14307,13930,UA,27,6,-8,-21
1513325,13930,14908,UA,31,3,79,83
1513498,14908,13930,UA,31,3,9,-6
1513556,14908,13930,UA,31,3,-8,-17
1513755,13930,14307,UA,30,2,-5,-8
1513894,13930,14908,UA,30,2,2,-6
1514044,14908,13930,UA,26,5,10,14
1514206,13930,14908,UA,26,5,-3,2
1514335,13930,14908,UA,26,5,0,-5
1514461,13930,14307,UA,26,5,-8,-19
1514536,14307,13930,UA,26,5,-10,-18
1514564,13930,14908,UA,26,5,4,-4
1514638,13930,14908,UA,25,4,-3,-7
1514869,14908,13930,UA,25,4,-9,-21
1515214,13930,14908,UA,24,3,15,10
1515339,13930,14908,UA,24,3,-3,-26
1515497,13930,14307,UA,24,3,-2,-8
1515530,14307,13930,UA,24,3,-2,-6
1515578,13930,14307,UA,23,2,-4,-16
1515720,13930,14908,UA,23,2,-2,-13
1515919,13930,14908,UA,29,1,-2,-18
1516053,13930,14908,UA,29,1,-2,-9
1516232,13930,14307,UA,29,1,99,83
1516246,14307,13930,UA,29,1,73,52
1516274,13930,14908,UA,29,1,-3,-26
1516344,14908,13930,UA,29,1,-4,-23
1516514,13930,14908,UA,24,3,-3,-41
1516592,14908,13930,UA,24,3,0,-5
1516765,14908,13930,UA,24,3,-3,-18
1517217,14908,13930,UA,24,3,6,-3
1517275,14908,13930,UA,24,3,-11,-18
1517474,13930,14908,UA,28,7,6,-2
1517998,13930,14908,UA,25,4,-5,-17
1518282,13930,14307,UA,25,4,-7,-15
1518313,14307,13930,UA,25,4,-13,-19
1518338,13930,14908,UA,25,4,22,11
1518368,14908,13930,UA,25,4,-4,2
1518412,14908,13930,UA,25,4,25,26
1518658,14908,13930,UA,25,4,3,-12
1518931,13930,14908,UA,23,2,1,0
1519106,14307,13930,UA,23,2,-4,17
1519131,13930,14908,UA,23,2,3,-16
1519201,14908,13930,UA,23,2,174,156
1519525,14908,13930,UA,23,2,-2,-12
1519540,14908,13930,UA,23,2,1,-4
1519760,13930,14908,UA,21,7,21,16
1519822,14908,13930,UA,21,7,33,20
1519868,13930,14908,UA,21,7,7,-20
1520091,13930,14908,UA,21,7,-1,3
1520153,14908,13930,UA,21,7,-9,-18
1520529,13930,14307,UA,22,1,73,61
1520544,14307,13930,UA,22,1,57,41
1520571,13930,14908,UA,22,1,13,-9
1520642,14908,13930,UA,22,1,4,1
1520927,14908,13930,UA,22,1,1,-13
1521078,13930,14908,UA,22,1,9,5
1521269,14908,13930,UA,22,1,0,13
1521326,14908,13930,UA,22,1,-10,-9
1521689,14908,13930,UA,20,6,-8,-2
1521825,13930,14307,UA,20,6,5,-3
1522039,14908,13930,UA,26,5,-11,-9
1522196,13930,14908,UA,26,5,10,34
1522376,14908,13930,UA,26,5,-4,-7
1522440,14908,13930,UA,26,5,-3,6
1522956,14908,13930,UA,21,7,-4,-1
1523124,14908,13930,UA,20,6,-8,-22
1523273,13930,14908,UA,20,6,-5,-14
1523327,13930,14908,UA,20,6,94,72
1523523,13930,14908,UA,23,2,4,5
1523694,14908,13930,UA,23,2,0,-20
1524074,13930,14908,UA,22,1,1,-5
1524210,13930,14908,UA,22,1,1,-10
1524519,13930,14307,UA,19,5,3,0
1524591,14307,13930,UA,19,5,1,3
1524617,13930,14908,UA,19,5,-2,17
1524690,14908,13930,UA,19,5,-10,13
1524974,14908,13930,UA,19,5,21,29
1525876,14908,13930,UA,16,2,-2,3
1525892,14908,13930,UA,16,2,-7,5
1526012,13930,14908,UA,16,2,124,93
1526335,13930,14908,UA,15,1,-4,-36
1526514,13930,14307,UA,15,1,6,8
1526530,14307,13930,UA,15,1,37,22
1526558,13930,14908,UA,15,1,12,-15
1526630,14908,13930,UA,15,1,-3,25
1526753,14908,13930,UA,20,6,2,-11
1526902,14307,13930,UA,20,6,-1,5
1527139,13930,14908,UA,19,5,-3,-32
1527240,14908,13930,UA,19,5,2,14
1527304,14908,13930,UA,19,5,-8,15
1527668,13930,14908,UA,18,4,-10,-23
